"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060485","mesenchyme development","13/51","347/18860",0.037463976945245,13.8543255919082,12.5845357266411,5.61604047726204e-12,1.22389567829475e-09,4.92775882478556e-10,"SDCBP/TGFB1/TGFB3/HGF/IGF1/VEGFA/BMP2/FN1/COL1A1/WNT3A/WNT5A/SHH/DKK1",13
"GO:0007159","leukocyte cell-cell adhesion","14/51","439/18860",0.0318906605922551,11.79329134843,11.9149198227491,6.57711197037315e-12,1.3377845747739e-09,5.3863085399477e-10,"CD81/ITGA5/ITGB1/TGFB1/IGF1/IL10/CCL2/CXCL12/SHH/IDO1/ACTB/MSN/EZR/ANXA1",14
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/51","217/18860",0.0506912442396313,18.7458209090088,13.6908252301405,1.15473702372151e-11,2.20193916210896e-09,8.86564543870397e-10,"ITGB1/TGFB1/FGF2/HGF/IGF1/VEGFA/PDGFB/FN1/WNT5A/CAT/GPX1",11
"GO:0050679","positive regulation of epithelial cell proliferation","11/51","222/18860",0.0495495495495495,18.3236177353824,13.52000930759,1.47778342987982e-11,2.65218661444902e-09,1.06784722146734e-09,"ITGB3/TGFB1/FGF2/IGF1/VEGFA/PDGFB/IL10/CXCL12/WNT3A/WNT5A/SHH",11
"GO:0071674","mononuclear cell migration","11/51","235/18860",0.0468085106382979,17.3099707968294,13.1008821201408,2.73236369365917e-11,4.54630481052085e-09,1.83047412026353e-09,"CD9/CD81/ITGB3/TGFB1/PDGFB/CCL2/CXCL12/MMP2/WNT5A/MSN/ANXA1",11
"GO:0048660","regulation of smooth muscle cell proliferation","10/51","172/18860",0.0581395348837209,21.500227998176,14.0638124771852,2.83119604719424e-11,4.54630481052085e-09,1.83047412026353e-09,"ITGB3/TGFB1/TGFB3/FGF2/IGF1/PDGFB/BMP2/IL10/MMP2/SOD2",10
"GO:0050673","epithelial cell proliferation","14/51","496/18860",0.0282258064516129,10.4380139152435,11.091732180185,3.34629372069152e-11,5.10477107091491e-09,2.05532882739316e-09,"ITGB3/TGFB1/FGF2/HGF/IGF1/VEGFA/PDGFB/IL10/CCL2/CXCL12/WNT3A/WNT5A/SHH/GPX1",14
"GO:0048659","smooth muscle cell proliferation","10/51","176/18860",0.0568181818181818,21.0115864527629,13.8887924860915,3.55661028332966e-11,5.16724665449466e-09,2.08048330859434e-09,"ITGB3/TGFB1/TGFB3/FGF2/IGF1/PDGFB/BMP2/IL10/MMP2/SOD2",10
"GO:0051402","neuron apoptotic process","12/51","318/18860",0.0377358490566038,13.9548649648539,12.1319252892273,3.78519297948343e-11,5.24937444563815e-09,2.11355033830486e-09,"TGFB1/TGFB3/FGF2/IL10/CCL2/MMP2/DKK1/SOD1/SOD2/GPX1/TUBA1A/GAPDH",12
"GO:2001234","negative regulation of apoptotic signaling pathway","11/51","245/18860",0.0448979591836735,16.6034413765506,12.800692959095,4.27925884791426e-11,5.67652988912452e-09,2.28553550366862e-09,"ITGAV/FGF2/HGF/IGF1/IL10/CXCL12/SOD2/GPX1/HSPA1A/HSPB1/ENO1",11
"GO:0007162","negative regulation of cell adhesion","12/51","326/18860",0.0368098159509202,13.6124142908697,11.961455081791,5.04800611044171e-11,6.36655371891864e-09,2.56335910227123e-09,"CD9/TGFB1/VEGFA/BMP2/IL10/IL1RN/CXCL12/MMP2/COL1A1/SHH/IDO1/ANXA1",12
"GO:0050678","regulation of epithelial cell proliferation","13/51","416/18860",0.03125,11.5563725490196,11.3369278386915,5.40675959484867e-11,6.36655371891864e-09,2.56335910227123e-09,"ITGB3/TGFB1/FGF2/IGF1/VEGFA/PDGFB/IL10/CCL2/CXCL12/WNT3A/WNT5A/SHH/GPX1",13
"GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","7/51","49/18860",0.142857142857143,52.8291316526611,18.915925552676,5.4254472858697e-11,6.36655371891864e-09,2.56335910227123e-09,"FGF2/IL10/MMP2/SOD1/SOD2/GPX1/HSPB1",7
"GO:0022612","gland morphogenesis","9/51","129/18860",0.0697674418604651,25.8002735978112,14.7174446207338,5.89840897137143e-11,6.66520213764971e-09,2.68360361387542e-09,"TGFB1/TGFB3/HGF/IGF1/MMP2/WNT3A/WNT5A/SHH/MSN",9
"GO:0001667","ameboidal-type cell migration","11/51","256/18860",0.04296875,15.890012254902,12.4903163312143,6.85663939864161e-11,7.47128814473413e-09,3.00815720985517e-09,"CD63/ITGB1/ITGB3/TGFB1/FGF2/VEGFA/MMP2/TIMP1/FN1/WNT5A/SHH",11
"GO:0001704","formation of primary germ layer","9/51","135/18860",0.0666666666666667,24.6535947712418,14.3619922630868,8.88818633865161e-11,9.35098500662968e-09,3.76497766141794e-09,"ITGA5/ITGB1/ITGAV/ITGB3/MMP2/FN1/WNT3A/WNT5A/DKK1",9
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","10/51","195/18860",0.0512820512820513,18.964303670186,13.130318518402,9.79574034994601e-11,9.96226793589509e-09,4.0110978906621e-09,"FGF2/IL10/CXCL12/MMP2/SOD1/SOD2/GPX1/HSPA1A/HSPB1/ENO1",10
"GO:0042692","muscle cell differentiation","13/51","441/18860",0.0294784580498866,10.9012493886443,10.9556420776765,1.11288437248344e-10,1.09529361949902e-08,4.40996965259142e-09,"CD9/CD81/ITGB1/TGFB1/IGF1/VEGFA/PDGFB/BMP2/WNT3A/SHH/DKK1/SOD2/GPX1",13
"GO:0032102","negative regulation of response to external stimulus","13/51","452/18860",0.0287610619469027,10.6359534964428,10.7974742016371,1.50780749262792e-10,1.43760020625243e-08,5.78819521018679e-09,"CD9/TGFB1/FGF2/HGF/IGF1/PDGFB/IL10/CCL2/WNT3A/WNT5A/SOD1/GPX1/ANXA2",13
"GO:0001503","ossification","13/51","455/18860",0.0285714285714286,10.5658263305322,10.7552830522812,1.63573657803248e-10,1.48504844276255e-08,5.97923556626436e-09,"TGFB1/FGF2/HGF/IGF1/VEGFA/BMP2/MMP2/COL1A1/WNT3A/WNT5A/SHH/DKK1/CAT",13
"GO:0048762","mesenchymal cell differentiation","11/51","278/18860",0.039568345323741,14.6325292707011,11.9237860275763,1.65492124070556e-10,1.48504844276255e-08,5.97923556626436e-09,"SDCBP/TGFB1/TGFB3/HGF/IGF1/VEGFA/BMP2/FN1/COL1A1/WNT5A/SHH",11
"GO:0006898","receptor-mediated endocytosis","11/51","279/18860",0.039426523297491,14.580082929229,11.8995776442412,1.71946437894815e-10,1.49888166290595e-08,6.03493212099999e-09,"CD9/CD63/CD81/SDCBP/ITGB1/ITGB3/VEGFA/WNT3A/DKK1/EZR/ANXA2",11
"GO:2000177","regulation of neural precursor cell proliferation","8/51","96/18860",0.0833333333333333,30.8169934640523,15.2509999476973,1.78121802950658e-10,1.50216776500412e-08,6.04816292073283e-09,"ITGB1/TGFB1/FGF2/IGF1/VEGFA/WNT3A/WNT5A/SHH",8
"GO:1903829","positive regulation of protein localization","13/51","459/18860",0.028322440087146,10.4737494126191,10.699638094835,1.82170459866117e-10,1.50216776500412e-08,6.04816292073283e-09,"CD81/TSG101/ITGB1/TGFB1/TGFB3/IGF1/VEGFA/WNT3A/WNT5A/SHH/HSP90AA1/MSN/EZR",13
"GO:0051960","regulation of nervous system development","13/51","466/18860",0.0278969957081545,10.3164184128587,10.6038949685455,2.19411744676742e-10,1.761645350023e-08,7.09289490409303e-09,"ITGB1/TGFB1/FGF2/IGF1/VEGFA/BMP2/CXCL12/FN1/WNT3A/WNT5A/SHH/DKK1/ANXA2",13
"GO:0043410","positive regulation of MAPK cascade","13/51","474/18860",0.0274261603375527,10.142301646397,10.4969385444247,2.70384012048656e-10,2.11523492502679e-08,8.51654904347589e-09,"CD81/SDCBP/ITGB3/TGFB1/FGF2/HGF/IGF1/VEGFA/PDGFB/BMP2/WNT5A/DKK1/SOD1",13
"GO:0022408","negative regulation of cell-cell adhesion","10/51","220/18860",0.0454545454545455,16.8092691622103,12.2817921999701,3.19921965332965e-10,2.39878996332796e-08,9.65822383413109e-09,"CD9/TGFB1/VEGFA/BMP2/IL10/IL1RN/CXCL12/SHH/IDO1/ANXA1",10
"GO:0042176","regulation of protein catabolic process","12/51","383/18860",0.031331592689295,11.5865458454922,10.8993225536455,3.22354600119457e-10,2.39878996332796e-08,9.65822383413109e-09,"CD81/IL10/TIMP1/TIMP2/WNT5A/SHH/GPX1/HSP90AA1/HSPA1A/MSN/EZR/ANXA2",12
"GO:0043542","endothelial cell migration","11/51","302/18860",0.0364238410596026,13.4696792624335,11.3750871931544,3.98901296710967e-10,2.89773299110752e-08,1.16671131143283e-08,"ITGB1/ITGB3/TGFB1/FGF2/VEGFA/PDGFB/FN1/WNT5A/GPX1/HSPB1/ANXA1",11
"GO:0044403","biological process involved in symbiotic interaction","10/51","231/18860",0.0432900432900433,16.0088277735337,11.9514213488131,5.14955905723253e-10,3.65379178688755e-08,1.47112250178467e-08,"CD81/TSG101/ITGA5/ITGB1/ITGAV/ITGB3/FN1/GPX1/HSPA1A/GAPDH",10
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","7/51","67/18860",0.104477611940299,38.6362306116476,16.0696726694585,5.29409045187765e-10,3.67097044742698e-08,1.47803912855053e-08,"FGF2/IL10/MMP2/SOD1/SOD2/GPX1/HSPB1",7
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/51","311/18860",0.0353697749196141,13.079881470273,11.1852110205736,5.44260129242247e-10,3.69008367626243e-08,1.48573466859813e-08,"ITGB1/TGFB1/FGF2/HGF/IGF1/VEGFA/PDGFB/FN1/WNT5A/CAT/GPX1",11
"GO:0002685","regulation of leukocyte migration","10/51","233/18860",0.0429184549356223,15.8714129428595,11.893790963806,5.60047511864126e-10,3.71457599716837e-08,1.49559598706049e-08,"CD9/CD81/ITGB3/TGFB1/VEGFA/CCL2/CXCL12/WNT5A/MSN/ANXA1",10
"GO:0048144","fibroblast proliferation","8/51","114/18860",0.0701754385964912,25.9511523907809,13.9139453454098,7.12691659991298e-10,4.62643032900734e-08,1.86273497695374e-08,"ITGB3/TGFB1/IGF1/PDGFB/FN1/WNT5A/SOD2/GPX1",8
"GO:0051146","striated muscle cell differentiation","11/51","321/18860",0.0342679127725857,12.6724085272738,10.9832636353246,7.60147915128947e-10,4.75968715639502e-08,1.91638803895633e-08,"CD9/CD81/ITGB1/TGFB1/IGF1/VEGFA/BMP2/WNT3A/SHH/DKK1/GPX1",11
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","8/51","115/18860",0.0695652173913043,25.7254901960784,13.8488169002518,7.64420421708803e-10,4.75968715639502e-08,1.91638803895633e-08,"FGF2/IL10/CXCL12/SOD2/GPX1/HSPA1A/HSPB1/ENO1",8
"GO:0007596","blood coagulation","10/51","243/18860",0.0411522633744856,15.2182683773098,11.6159988406924,8.4259143120758e-10,5.14149291322866e-08,2.07011410572473e-08,"CD9/ITGB3/PDGFB/FN1/WNT3A/SHH/HSPB1/ACTB/ANXA2/ANXA5",10
"GO:0050918","positive chemotaxis","7/51","72/18860",0.0972222222222222,35.9531590413943,15.4729802294734,8.87646411789653e-10,5.31021412229457e-08,2.13804615595155e-08,"FGF2/HGF/VEGFA/PDGFB/CCL2/CXCL12/WNT5A",7
"GO:0060326","cell chemotaxis","11/51","330/18860",0.0333333333333333,12.3267973856209,10.8090607387802,1.01712861970896e-09,5.90979071290974e-08,2.37945307387247e-08,"FGF2/HGF/VEGFA/PDGFB/IL10/CCL2/CXCL12/MMP2/WNT5A/HSPB1/ANXA1",11
"GO:0050817","coagulation","10/51","248/18860",0.0403225806451613,14.9114484503479,11.4832080767219,1.02661064498268e-09,5.90979071290974e-08,2.37945307387247e-08,"CD9/ITGB3/PDGFB/FN1/WNT3A/SHH/HSPB1/ACTB/ANXA2/ANXA5",10
"GO:0007599","hemostasis","10/51","250/18860",0.04,14.7921568627451,11.4311670329109,1.10969551077113e-09,6.2697796358569e-08,2.52439505081854e-08,"CD9/ITGB3/PDGFB/FN1/WNT3A/SHH/HSPB1/ACTB/ANXA2/ANXA5",10
"GO:0002090","regulation of receptor internalization","7/51","77/18860",0.0909090909090909,33.6185383244207,14.9344400650869,1.4343073962454e-09,7.95649430171766e-08,3.20351527544188e-08,"CD63/SDCBP/ITGB3/VEGFA/WNT3A/DKK1/ANXA2",7
"GO:0045766","positive regulation of angiogenesis","9/51","191/18860",0.0471204188481675,17.4253156760086,11.8804104691524,1.95573965001673e-09,1.0655288700359e-07,4.29012814204798e-08,"ITGA5/ITGB1/ITGB3/FGF2/VEGFA/IL10/WNT5A/HSPB1/PKM",9
"GO:0010720","positive regulation of cell development","12/51","451/18860",0.0266075388026608,9.83957219251337,9.89386509100498,2.06178732728011e-09,1.1035987957073e-07,4.44340869978927e-08,"ITGB1/TGFB1/FGF2/VEGFA/BMP2/IL10/CXCL12/FN1/WNT3A/SHH/ACTB/ANXA1",12
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/51","354/18860",0.0310734463276836,11.4910823086297,10.3759342608991,2.12441228483211e-09,1.11751411741772e-07,4.49943581923606e-08,"ITGB1/TGFB1/FGF2/HGF/IGF1/VEGFA/PDGFB/FN1/WNT5A/CAT/GPX1",11
"GO:0031099","regeneration","9/51","194/18860",0.0463917525773196,17.1558520315343,11.7778675530964,2.24337790203532e-09,1.16009253883217e-07,4.67086888791298e-08,"CD9/CD81/TGFB1/IGF1/IL10/CXCL12/MMP2/GPX1/ANXA1",9
"GO:0001837","epithelial to mesenchymal transition","9/51","195/18860",0.0461538461538462,17.0678733031674,11.7441955033335,2.34718857131932e-09,1.19354538851587e-07,4.80555975917481e-08,"SDCBP/TGFB1/TGFB3/HGF/IGF1/VEGFA/BMP2/COL1A1/WNT5A",9
"GO:0061138","morphogenesis of a branching epithelium","9/51","199/18860",0.0452261306532663,16.724800472953,11.6119669313659,2.80587914934084e-09,1.40339955485884e-07,5.65049347244308e-08,"TGFB1/FGF2/HGF/IGF1/VEGFA/BMP2/IL10/WNT5A/SHH",9
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","7/51","85/18860",0.0823529411764706,30.4544405997693,14.1720225308329,2.8961018442318e-09,1.41129997593008e-07,5.68230285811522e-08,"CD63/ITGA5/ITGB1/ITGB3/VEGFA/HSPB1/ANXA1",7
"GO:0010595","positive regulation of endothelial cell migration","8/51","136/18860",0.0588235294117647,21.7531718569781,12.6478348321845,2.91418874085858e-09,1.41129997593008e-07,5.68230285811522e-08,"ITGB3/TGFB1/FGF2/VEGFA/PDGFB/WNT5A/HSPB1/ANXA1",8
"GO:0030324","lung development","9/51","203/18860",0.0443349753694581,16.3952477542741,11.4835287128672,3.34151714260525e-09,1.59296387532635e-07,6.41373438391502e-08,"TGFB1/TGFB3/FGF2/IGF1/VEGFA/BMP2/WNT5A/SHH/ANXA2",9
"GO:1901342","regulation of vasculature development","11/51","375/18860",0.0293333333333333,10.8475816993464,10.0299106470701,3.87634448622839e-09,1.81949646576659e-07,7.32582026790046e-08,"ITGA5/ITGB1/ITGB3/TGFB1/FGF2/VEGFA/IL10/CXCL12/WNT5A/HSPB1/PKM",11
"GO:0030323","respiratory tube development","9/51","207/18860",0.0434782608695652,16.078431372549,11.3586980923036,3.9649500879433e-09,1.83288829065379e-07,7.37973963736815e-08,"TGFB1/TGFB3/FGF2/IGF1/VEGFA/BMP2/WNT5A/SHH/ANXA2",9
"GO:0030879","mammary gland development","8/51","142/18860",0.0563380281690141,20.8340237503452,12.3534096926756,4.10326352158245e-09,1.86851597079822e-07,7.52318700657772e-08,"TGFB1/TGFB3/FGF2/IGF1/VEGFA/WNT3A/WNT5A/GPX1",8
"GO:0050767","regulation of neurogenesis","11/51","378/18860",0.0291005291005291,10.7614897810976,9.98272450591366,4.21147386743555e-09,1.88958923081557e-07,7.60803406083172e-08,"ITGB1/TGFB1/FGF2/VEGFA/BMP2/CXCL12/FN1/WNT3A/WNT5A/SHH/ANXA2",11
"GO:0050921","positive regulation of chemotaxis","8/51","145/18860",0.0551724137931034,20.4029749830967,12.2129048683257,4.84117415135436e-09,2.1406409182293e-07,8.61884093765147e-08,"TGFB1/FGF2/VEGFA/PDGFB/CCL2/CXCL12/WNT5A/HSPB1",8
"GO:0090287","regulation of cellular response to growth factor stimulus","11/51","385/18860",0.0285714285714286,10.5658263305322,9.8746610707014,5.09643972505055e-09,2.22131965730418e-07,8.94367693102856e-08,"CD63/SDCBP/ITGA5/ITGB1/ITGB3/FGF2/VEGFA/BMP2/WNT5A/DKK1/HSPA1A",11
"GO:0001763","morphogenesis of a branching structure","9/51","214/18860",0.0420560747663551,15.5525013743815,11.1484184352413,5.30435176209239e-09,2.24771905918665e-07,9.04996857655236e-08,"TGFB1/FGF2/HGF/IGF1/VEGFA/BMP2/IL10/WNT5A/SHH",9
"GO:0050920","regulation of chemotaxis","9/51","214/18860",0.0420560747663551,15.5525013743815,11.1484184352413,5.30435176209239e-09,2.24771905918665e-07,9.04996857655236e-08,"TGFB1/FGF2/VEGFA/PDGFB/CCL2/CXCL12/WNT3A/WNT5A/HSPB1",9
"GO:0030901","midbrain development","7/51","93/18860",0.0752688172043011,27.8347037739827,13.5083535220241,5.46836839581494e-09,2.28547835282622e-07,9.20199843967705e-08,"FGF2/WNT3A/WNT5A/SHH/DKK1/ACTB/LDHA",7
"GO:0050878","regulation of body fluid levels","11/51","389/18860",0.0282776349614396,10.4571803014265,9.81415314257961,5.67371296580423e-09,2.33925652144172e-07,9.41852493754414e-08,"CD9/ITGB3/VEGFA/PDGFB/FN1/WNT3A/SHH/HSPB1/ACTB/ANXA2/ANXA5",11
"GO:0048145","regulation of fibroblast proliferation","7/51","94/18860",0.074468085106383,27.5385899040467,13.4312823640659,5.89627199850451e-09,2.39860344899163e-07,9.65747287334001e-08,"ITGB3/TGFB1/IGF1/PDGFB/FN1/WNT5A/SOD2",7
"GO:0071675","regulation of mononuclear cell migration","8/51","150/18860",0.0533333333333333,19.7228758169935,11.9878929919442,6.32718315265448e-09,2.50810749919123e-07,1.00983679261542e-07,"CD9/CD81/ITGB3/TGFB1/CCL2/CXCL12/WNT5A/MSN",8
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","7/51","95/18860",0.0736842105263158,27.2487100103199,13.3554045638384,6.35227914964953e-09,2.50810749919123e-07,1.00983679261542e-07,"TGFB3/FGF2/IGF1/PDGFB/IL10/MMP2/SOD2",7
"GO:0016049","cell growth","12/51","499/18860",0.0240480961923848,8.89308027820347,9.30486748460453,6.41207423588711e-09,2.50810749919123e-07,1.00983679261542e-07,"TSG101/SDCBP/ITGB1/TGFB1/IGF1/VEGFA/CXCL12/FN1/WNT3A/WNT5A/HSPA1A/ENO1",12
"GO:0060324","face development","6/51","54/18860",0.111111111111111,41.0893246187364,15.3616890141425,6.75011650334018e-09,2.57432568146136e-07,1.03649815255237e-07,"TGFB1/TGFB3/MMP2/COL1A1/WNT5A/DKK1",6
"GO:2000179","positive regulation of neural precursor cell proliferation","6/51","54/18860",0.111111111111111,41.0893246187364,15.3616890141425,6.75011650334018e-09,2.57432568146136e-07,1.03649815255237e-07,"ITGB1/FGF2/IGF1/VEGFA/WNT3A/SHH",6
"GO:1990874","vascular associated smooth muscle cell proliferation","7/51","97/18860",0.0721649484536082,26.6868809379422,13.2071060652599,7.35465414723414e-09,2.77025306212486e-07,1.11538419620822e-07,"TGFB3/FGF2/IGF1/PDGFB/IL10/MMP2/SOD2",7
"GO:0060688","regulation of morphogenesis of a branching structure","6/51","55/18860",0.109090909090909,40.3422459893048,15.2147699612199,7.56115873376726e-09,2.81330430447853e-07,1.13271787449376e-07,"TGFB1/FGF2/HGF/VEGFA/WNT5A/SHH",6
"GO:0048661","positive regulation of smooth muscle cell proliferation","7/51","98/18860",0.0714285714285714,26.4145658263305,13.1346266301615,7.90420207924888e-09,2.90550849925161e-07,1.16984195643417e-07,"ITGB3/TGFB1/FGF2/IGF1/PDGFB/IL10/MMP2",7
"GO:0051781","positive regulation of cell division","7/51","99/18860",0.0707070707070707,26.147752030105,13.063222979137,8.48821726185801e-09,3.08304176975343e-07,1.24132199806871e-07,"TGFB1/TGFB3/FGF2/VEGFA/PDGFB/SHH/CAT",7
"GO:0030177","positive regulation of Wnt signaling pathway","8/51","156/18860",0.0512820512820513,18.964303670186,11.7318636033154,8.61779029039004e-09,3.09327978540941e-07,1.24544411998578e-07,"TGFB1/FGF2/BMP2/COL1A1/WNT3A/WNT5A/SHH/DKK1",8
"GO:0048146","positive regulation of fibroblast proliferation","6/51","57/18860",0.105263157894737,38.9267285861713,14.9324408683506,9.42609919136653e-09,3.3440730968441e-07,1.34642077800792e-07,"ITGB3/TGFB1/IGF1/PDGFB/FN1/WNT5A",6
"GO:0060541","respiratory system development","9/51","231/18860",0.038961038961039,14.4079449961803,10.6766499348891,1.0328301407751e-08,3.62202845920096e-07,1.45833366519606e-07,"TGFB1/TGFB3/FGF2/IGF1/VEGFA/BMP2/WNT5A/SHH/ANXA2",9
"GO:0001558","regulation of cell growth","11/51","414/18860",0.0265700483091787,9.82570806100218,9.454970782483,1.08086408057106e-08,3.74740489752536e-07,1.5088138540986e-07,"TSG101/SDCBP/TGFB1/IGF1/VEGFA/CXCL12/FN1/WNT3A/WNT5A/HSPA1A/ENO1",11
"GO:0050769","positive regulation of neurogenesis","9/51","235/18860",0.0382978723404255,14.162703379224,10.5728592344945,1.19895987231966e-08,4.1101422139857e-07,1.65486241395274e-07,"ITGB1/TGFB1/FGF2/VEGFA/BMP2/CXCL12/FN1/WNT3A/SHH",9
"GO:0003156","regulation of animal organ formation","5/51","29/18860",0.172413793103448,63.7592968221772,17.6117268568417,1.33671862857327e-08,4.48850720757087e-07,1.8072031296849e-07,"FGF2/BMP2/WNT5A/SHH/DKK1",5
"GO:0045807","positive regulation of endocytosis","8/51","165/18860",0.0484848484848485,17.9298871063577,11.373519185753,1.3387550176629e-08,4.48850720757087e-07,1.8072031296849e-07,"CD63/TSG101/VEGFA/CCL2/WNT3A/WNT5A/SOD1/ANXA2",8
"GO:0034113","heterotypic cell-cell adhesion","6/51","61/18860",0.0983606557377049,36.374156219865,14.409376797377,1.43053768258022e-08,4.74409833646984e-07,1.91011152811341e-07,"ITGA5/ITGB1/ITGAV/ITGB3/IL10/IL1RN",6
"GO:0061351","neural precursor cell proliferation","8/51","168/18860",0.0476190476190476,17.609710550887,11.2603109620346,1.54172709027814e-08,5.05785951875118e-07,2.03644087646246e-07,"ITGB1/TGFB1/FGF2/IGF1/VEGFA/WNT3A/WNT5A/SHH",8
"GO:0045599","negative regulation of fat cell differentiation","6/51","62/18860",0.0967741935483871,35.7874762808349,14.2864560807477,1.58056887859482e-08,5.13012303041787e-07,2.06553626127677e-07,"TGFB1/VEGFA/BMP2/WNT3A/WNT5A/SOD2",6
"GO:0051147","regulation of muscle cell differentiation","8/51","169/18860",0.0473372781065089,17.5055110801717,11.2232238497427,1.61504221067909e-08,5.18683556292832e-07,2.08837037103878e-07,"TGFB1/IGF1/PDGFB/BMP2/WNT3A/SHH/DKK1/SOD2",8
"GO:0070371","ERK1 and ERK2 cascade","10/51","331/18860",0.0302114803625378,11.17232391446,9.72231643674402,1.63458981668444e-08,5.19493076115023e-07,2.09162973253371e-07,"ITGAV/ITGB3/TGFB1/FGF2/IGF1/VEGFA/PDGFB/BMP2/FN1/EZR",10
